capture,pass,blocking,dirty_nodes,host_requests,retained_nodes,snapshot_nodes,sync_children,taffy_hit,taffy_miss,miss_nodes,hit_nodes,cow_ms,snapshot_ms,taffy_root_ms,invalidate_measurement,measure_calls,measure_outstanding,style_changes,measure_cache_hit
perfetto-height-r2-scroll,48,1,27,10,669,669,36,3387,1441,276,325,0.00325,4.107917,42.06725,2,404,30,16,364
perfetto-height-r2-scroll,49,1,18,6,669,669,,4097,2295,273,326,0.000458,4.374292,50.858292,2,758,36,,716
perfetto-height-r2-scroll,50,0,18,0,669,669,,3015,1356,271,324,0.000417,4.052875,24.515334,2,415,,,415
perfetto-height-r2-scroll,51,0,12,0,669,669,2,2091,327,76,176,0.00625,3.524667,11.27875,,14,,2,14
perfetto-height-r2-scroll,52,1,33,15,669,669,50,3422,1446,277,327,0.0015,2.180834,28.218084,3,396,45,20,336
perfetto-height-r2-scroll,53,1,22,9,669,669,,4167,2354,274,327,0.000625,3.361917,45.144916,3,780,54,,717
perfetto-height-r2-scroll,54,0,22,0,669,669,,3107,1432,271,324,0.000125,2.634542,28.788625,3,444,,,444
perfetto-height-r2-scroll,55,0,10,0,669,669,1,494,66,13,66,0.0025,2.354959,1.58825,,,,1,
perfetto-height-r2-scroll,56,1,26,10,669,669,34,3389,1439,275,326,0.003667,4.290083,35.772167,2,404,30,14,364
perfetto-height-r2-scroll,57,1,18,6,669,669,,4097,2295,273,326,0.000459,3.156959,53.71125,2,758,36,,716
perfetto-height-r2-scroll,58,0,18,0,669,669,,3015,1356,271,324,0.00075,2.789417,22.989417,2,415,,,415
perfetto-height-r2-scroll,59,1,41,20,669,669,67,3528,1545,280,327,0.001583,2.419584,36.243875,4,423,60,27,343
perfetto-height-r2-scroll,60,1,26,12,669,669,,4237,2413,275,328,0.00025,3.650541,52.083541,4,802,72,,718
perfetto-height-r2-scroll,61,0,26,0,669,669,,3199,1508,271,324,0.0005,4.031833,33.456666,4,473,,,473
perfetto-height-r2-scroll,62,1,27,10,676,676,33,3462,1482,281,331,0.004,2.584458,46.933042,2,418,30,16,378
perfetto-height-r2-scroll,63,1,18,6,676,676,,4172,2336,278,332,0.000334,4.146291,44.826125,2,772,36,,730
perfetto-height-r2-scroll,64,0,18,0,676,676,,3068,1378,276,330,0.000541,2.433876,35.689625,2,422,,,422
perfetto-height-r2-scroll,65,1,33,15,669,669,53,3452,1482,277,327,0.001041,3.602,27.239375,3,410,45,20,350
perfetto-height-r2-scroll,66,1,22,9,669,669,,4167,2354,274,327,0.0005,1.769417,46.962916,3,780,54,,717
perfetto-height-r2-scroll,67,0,22,0,669,669,,3107,1432,271,324,0.000416,1.471709,31.691833,3,444,,,444
perfetto-height-r2-scroll,68,1,19,5,669,669,18,3311,1378,273,325,0.003333,2.067792,37.624625,1,391,15,8,371
perfetto-height-r2-scroll,69,1,14,3,669,669,,4027,2236,272,325,0.000625,2.044333,40.883042,1,736,18,,715
perfetto-height-r2-scroll,70,0,14,0,669,669,,2923,1280,271,324,0.000542,2.637291,26.8255,1,386,,,386
perfetto-height-r2-scroll,71,1,18,5,676,676,14,3343,1363,278,331,0.005,3.623083,34.007791,1,384,15,7,364
perfetto-height-r2-scroll,72,1,14,3,676,676,,4102,2277,277,331,0.000542,1.796292,50.286834,1,750,18,,729
perfetto-height-r2-scroll,73,0,14,0,676,676,,2976,1302,276,330,0.00025,1.856292,29.44625,1,393,,,393
perfetto-height-r2-scroll,74,1,40,20,669,669,69,3515,1525,279,328,0.003958,4.231083,37.990083,4,416,60,26,336
perfetto-height-r2-scroll,75,1,26,12,669,669,,4237,2413,275,328,0.000333,1.8375,47.466083,4,802,72,,718
perfetto-height-r2-scroll,76,0,26,0,669,669,,3199,1508,271,324,0.000792,4.161167,32.01275,4,473,,,473
perfetto-r1-group-back,0,0,5,0,295,295,169,29,38,6,7,0.002125,0.586083,0.352875,,,,,
perfetto-r1-group-open,0,1,32,4,322,322,74,204,211,33,30,0.002625,1.530292,1.979167,1,10,6,27,
perfetto-r1-group-open,1,1,12,2,322,322,,176,113,20,29,0.000958,1.121708,1.478833,1,10,2,,6
perfetto-r1-group-open,2,0,12,0,322,322,,169,107,20,29,0.000708,1.487125,2.242625,1,10,,,10
perfetto-r1-group-open,3,0,10,0,322,322,1,94,66,13,16,0.003375,1.515125,2.368042,,,,1,
perfetto-r1-group-open,4,1,220,413,520,520,397,4213,2611,225,225,0.001958,1.882208,48.120875,32,640,227,179,
perfetto-r1-group-open,5,1,131,366,520,520,,4448,3099,195,226,0.001667,2.461791,74.198709,32,1133,368,,399
perfetto-r1-group-open,6,1,131,131,520,520,,4415,3016,166,197,0.00175,2.830416,48.762917,32,1108,181,,796
perfetto-r1-group-open,7,1,131,5,520,520,,4415,3008,166,197,0.000875,2.598167,51.146125,32,1104,1,,1098
perfetto-r1-group-open,8,1,15,1,520,520,,1747,804,166,197,0.000666,0.984833,11.281208,3,263,,,262
perfetto-r1-group-open,9,0,12,0,520,520,,1310,258,50,110,0.000125,1.394167,7.510625,1,40,,,40
perfetto-r1-group-open,10,0,12,0,492,492,14,1689,690,147,172,0.00325,2.928375,23.01,,189,,2,189
perfetto-r1-reader-back,0,0,27,0,492,492,24,395,112,31,52,0.002333,1.431459,2.486083,,16,,2,16
perfetto-r1-reader-back,1,1,32,13,499,499,17,5509,3994,203,243,0.002291,2.161333,75.185125,1,2095,7,10,2075
perfetto-r1-reader-back,2,1,14,12,499,499,,2214,1237,152,180,0.000792,2.358375,16.822208,1,401,12,,377
perfetto-r1-reader-back,3,1,14,4,499,499,,1644,744,151,179,0.000375,1.066833,14.993291,1,218,6,,208
perfetto-r1-reader-back,4,0,14,0,499,499,,1261,284,47,102,0.000291,1.368208,7.831833,1,36,,,36
perfetto-r1-reader-back,5,0,11,0,492,492,4,1113,189,42,96,0.001875,1.3155,5.487125,,,,1,
perfetto-r1-reader-open,0,0,13,0,499,499,20,31,54,14,9,0.001917,0.9905,0.403542,,,,8,
perfetto-r1-reader-open,1,0,33,0,499,499,2,3336,2794,53,69,0.001875,1.319208,67.729125,,1706,,2,1706
perfetto-r1-reader-open,2,0,93,0,563,563,139,617,655,77,74,0.001791,1.194333,4.558375,,,,68,
perfetto-r1-reader-open,3,0,29,0,509,509,38,113,115,23,20,0.002,1.11025,0.912708,,,,2,
perfetto-r1-reader-open,4,0,38,0,509,509,26,133,167,22,21,0.001958,1.688125,2.700708,,,,11,
perfetto-r1-reader-open,5,0,31,0,512,512,7,142,140,25,24,0.0035,6.945417,9.461917,,,,4,
perfetto-r1-scroll,0,1,18,13,499,499,14,1821,762,153,180,0.003291,1.217083,20.975667,1,202,7,7,182
perfetto-r1-scroll,1,1,14,12,499,499,,2214,1237,152,180,0.001167,2.688291,28.996584,1,401,12,,377
perfetto-r1-scroll,2,1,14,4,499,499,,1644,744,151,179,0.000792,2.213084,14.861166,1,218,6,,208
perfetto-r1-scroll,3,0,14,0,499,499,,1261,284,47,102,0.0005,2.810667,9.758708,1,36,,,36
perfetto-r1-scroll,4,1,18,13,506,506,14,1896,803,158,186,0.002292,1.698583,19.545542,1,216,7,7,196
perfetto-r1-scroll,5,1,14,12,506,506,,2289,1278,157,186,0.001042,1.438708,23.9155,1,415,12,,391
perfetto-r1-scroll,6,1,14,4,506,506,,1697,766,156,185,0.000291,1.244167,16.431709,1,225,6,,215
perfetto-r1-scroll,7,0,14,0,506,506,,1299,288,48,105,0.000959,1.233875,10.199541,1,36,,,36
perfetto-r1-scroll,8,1,32,39,527,527,40,2232,994,177,206,0.003334,1.303875,29.693458,3,263,21,19,203
perfetto-r1-scroll,9,1,22,36,527,527,,2656,1521,174,206,0.00075,2.588417,29.368041,3,503,36,,431
perfetto-r1-scroll,10,1,22,12,527,527,,2040,984,171,203,0.000958,2.1785,23.275417,3,304,18,,274
perfetto-r1-scroll,11,0,22,0,527,527,,1627,488,59,120,0.000667,2.246708,13.506542,3,108,,,108
perfetto-r1-scroll,12,1,19,13,534,534,15,2164,933,179,209,0.003625,3.066208,23.853542,1,258,7,8,238
perfetto-r1-scroll,13,1,14,12,534,534,,2589,1442,177,210,0.000417,2.74325,35.455792,1,471,12,,447
perfetto-r1-scroll,14,1,14,4,534,534,,1909,854,176,209,0.000833,1.84525,17.254583,1,253,6,,243
perfetto-r1-scroll,15,0,14,0,534,534,,1451,304,52,117,0.000541,2.706583,12.343875,1,36,,,36
perfetto-r1-scroll,16,1,40,52,562,562,54,2608,1172,205,236,0.001958,1.323041,24.593,4,311,28,26,231
perfetto-r1-scroll,17,1,26,48,562,562,,3102,1786,200,237,0.000667,1.372292,29.486583,4,596,48,,500
perfetto-r1-scroll,18,1,26,16,562,562,,2397,1170,196,233,0.000458,2.661584,29.629625,4,368,24,,328
perfetto-r1-scroll,19,0,26,0,562,562,,1924,602,68,138,0.001,1.693167,13.305125,4,144,,,144
perfetto-r1-scroll,20,0,12,0,562,562,2,2341,982,197,232,0.003375,2.652917,26.170666,,280,,2,280
perfetto-r1-scroll,21,1,39,52,590,590,53,3368,1884,224,261,0.004542,1.499166,42.956042,4,584,28,25,504
perfetto-r1-scroll,22,1,26,48,590,590,,3402,1950,220,261,0.000667,2.720583,47.738791,4,652,48,,556
perfetto-r1-scroll,23,1,26,16,590,590,,2609,1258,216,257,0.000583,1.428709,28.392875,4,396,24,,356
perfetto-r1-scroll,24,0,26,0,590,590,,2076,618,72,150,0.001708,2.359083,13.794584,4,144,,,144
perfetto-r1-scroll,25,0,12,0,590,590,2,1703,319,73,149,0.004458,2.978083,13.042125,,28,,2,28
perfetto-r1-scroll,26,1,32,39,611,611,40,2937,1252,237,278,0.003875,2.075375,34.921,3,340,21,19,280
perfetto-r1-scroll,27,1,22,36,611,611,,3556,2013,234,278,0.0015,3.020417,44.287584,3,671,36,,599
perfetto-r1-scroll,28,1,22,12,611,611,,2676,1248,231,275,0.002458,2.017083,25.649458,3,388,18,,358
perfetto-r1-scroll,29,0,22,0,611,611,,2083,536,71,156,0.000416,1.620667,14.009959,3,108,,,108
perfetto-r1-scroll,30,0,12,0,611,611,2,2746,1125,232,274,0.003542,1.878583,29.53125,,322,,2,322
perfetto-r1-scroll,31,1,39,52,639,639,53,3893,2171,259,303,0.001792,2.800042,38.880125,4,682,28,25,602
perfetto-r1-scroll,32,1,26,48,639,639,,3927,2237,255,303,0.00125,3.282208,47.16725,4,750,48,,654
perfetto-r1-scroll,33,1,26,16,639,639,,2980,1412,251,299,0.001,3.348375,32.749667,4,445,24,,405
perfetto-r1-scroll,34,0,26,0,639,639,,2342,646,79,171,0.00075,1.58175,16.89925,4,144,,,144
perfetto-r1-scroll,35,0,10,0,639,639,1,462,66,13,62,0.00375,3.317458,3.632542,,,,1,
perfetto-r1-scroll,36,1,32,39,660,660,40,3417,1485,272,320,0.002417,1.594292,21.464875,3,417,21,19,357
perfetto-r1-scroll,37,1,22,36,660,660,,4081,2300,269,320,0.000292,1.427625,29.22675,3,769,36,,697
perfetto-r1-scroll,38,1,22,12,660,660,,3047,1402,266,317,0.0005,1.423542,19.588542,3,437,18,,407
perfetto-r1-scroll,39,0,22,0,660,660,,2349,564,78,177,0.00025,1.36175,12.017875,3,108,,,108
perfetto-r1-scroll,40,0,10,0,660,660,1,486,66,13,65,0.001417,2.989,3.139917,,,,1,
perfetto-r1-scroll,41,1,26,26,669,669,29,3389,1439,275,326,0.003959,1.823333,36.860834,2,404,14,14,364
perfetto-r1-scroll,42,1,18,24,669,669,,4099,2297,273,326,0.001083,2.514833,46.308541,2,760,24,,712
perfetto-r1-scroll,43,1,18,8,669,669,,3015,1356,271,324,0.001625,1.653709,31.272542,2,415,12,,395
perfetto-r1-scroll,44,0,18,0,669,669,,2280,474,75,177,0.000541,3.584083,12.480958,2,72,,,72
perfetto-r1-scroll,45,0,10,0,669,669,1,494,66,13,66,0.003,1.382917,1.698208,,,,1,
perfetto-r1-scroll,46,1,26,26,669,669,34,3374,1421,275,326,0.005,3.615959,40.275542,2,397,14,14,357
perfetto-r1-scroll,47,1,18,24,669,669,,4099,2297,273,326,0.00075,1.529958,45.760792,2,760,24,,712
perfetto-r1-scroll,48,1,18,8,669,669,,3015,1356,271,324,0.000958,3.153083,36.051583,2,415,12,,395
perfetto-r1-scroll,49,0,18,0,669,669,,2280,474,75,177,0.000334,3.359333,16.426042,2,72,,,72
perfetto-r1-scroll,50,1,48,65,676,676,80,3666,1629,287,334,0.003666,2.689375,36.842167,5,443,35,33,343
perfetto-r1-scroll,51,1,30,60,676,676,,4387,2518,281,335,0.000958,3.460792,50.272292,5,843,60,,723
perfetto-r1-scroll,52,1,30,20,676,676,,3344,1606,276,330,0.001625,3.138125,25.143458,5,509,30,,459
perfetto-r1-scroll,53,0,30,0,676,676,,2639,760,88,189,0.000666,3.54175,17.049542,5,180,,,180
perfetto-r1-scroll,54,1,20,13,669,669,22,3339,1416,274,324,0.00475,3.768917,34.185542,1,405,7,9,385
perfetto-r1-scroll,55,1,14,12,669,669,,4028,2237,272,325,0.001083,2.197,37.774541,1,737,12,,713
perfetto-r1-scroll,56,1,14,4,669,669,,2923,1280,271,324,0.000792,2.615916,21.906625,1,386,6,,376
perfetto-r1-scroll,57,0,14,0,669,669,,2173,380,71,174,0.000416,3.37,13.403375,1,36,,,36
perfetto-r1-scroll,58,0,10,0,669,669,1,494,66,13,66,0.0025,2.139083,1.874917,,,,1,
perfetto-r1-scroll,59,1,40,52,676,676,63,3575,1548,284,334,0.003208,3.519333,42.222125,4,423,28,26,343
perfetto-r1-scroll,60,1,26,48,676,676,,4316,2458,280,334,0.00075,3.719834,47.248542,4,820,48,,724
perfetto-r1-scroll,61,1,26,16,676,676,,3252,1530,276,330,0.00075,4.049708,37.095542,4,480,24,,440
perfetto-r1-scroll,62,0,26,0,676,676,,2532,666,84,186,0.000584,1.686208,10.816292,4,144,,,144
perfetto-r1-scroll,63,0,10,0,676,676,1,502,66,13,67,0.002084,1.782417,1.767542,,,,1,
perfetto-r1-scroll,64,1,33,39,669,669,53,3482,1518,277,327,0.002292,1.6335,38.2715,3,424,21,20,364
perfetto-r1-scroll,65,1,22,36,669,669,,4170,2357,274,327,0.000958,2.580209,49.321416,3,783,36,,711
perfetto-r1-scroll,66,1,22,12,669,669,,3107,1432,271,324,0.000625,3.434875,32.174333,3,444,18,,414
perfetto-r1-scroll,67,0,22,0,669,669,,2387,568,79,180,0.002208,1.746541,17.086292,3,108,,,108
perfetto-r1-scroll,68,0,12,0,669,669,2,3233,1317,272,323,0.003,3.926625,35.828125,,378,,2,378
perfetto-r1-scroll,69,1,40,52,669,669,66,4205,2353,279,328,0.002458,3.557375,46.228583,4,738,28,26,658
perfetto-r1-scroll,70,1,26,48,669,669,,4241,2417,275,328,0.001208,1.755958,48.568833,4,806,48,,710
perfetto-r1-scroll,71,1,26,16,669,669,,3199,1508,271,324,0.001041,3.513792,34.024125,4,473,24,,433
perfetto-r1-scroll,72,0,26,0,669,669,,2494,662,83,183,0.001833,2.53775,18.07475,4,144,,,144
perfetto-r1-scroll,73,0,12,0,669,669,2,3248,1335,272,323,0.002125,2.476916,31.509458,,385,,2,385
perfetto-r1-scroll,74,1,40,52,669,669,66,4205,2353,279,328,0.003042,3.417125,52.127291,4,738,28,26,658
perfetto-r1-scroll,75,1,26,48,669,669,,4241,2417,275,328,0.000417,3.390375,41.707334,4,806,48,,710
perfetto-r1-scroll,76,1,26,16,669,669,,3199,1508,271,324,0.000917,2.9665,27.802083,4,473,24,,433
perfetto-r1-scroll,77,0,26,0,669,669,,2494,662,83,183,0.001458,2.312959,14.799459,4,144,,,144
perfetto-r2-group-back,0,0,5,0,295,295,169,29,38,6,7,0.00275,1.282583,0.81225,,,,,
perfetto-r2-group-open,0,1,32,4,322,322,74,204,211,33,30,0.003166,0.845625,1.941875,1,10,6,27,
perfetto-r2-group-open,1,1,12,2,322,322,,176,113,20,29,0.000375,1.36525,3.295875,1,10,2,,6
perfetto-r2-group-open,2,0,12,0,322,322,,169,107,20,29,0.000458,1.612167,1.656,1,10,,,10
perfetto-r2-group-open,3,0,10,0,322,322,1,94,66,13,16,0.005833,0.657542,0.759333,,,,1,
perfetto-r2-group-open,4,1,220,413,520,520,397,4213,2611,225,225,0.002083,2.659792,55.895167,32,640,227,179,
perfetto-r2-group-open,5,1,131,366,520,520,,4448,3099,195,226,0.001209,2.824709,75.484708,32,1133,368,,399
perfetto-r2-group-open,6,1,131,135,520,520,,4415,3016,166,197,0.000625,1.344708,67.214166,32,1108,181,,792
perfetto-r2-group-open,7,1,131,5,520,520,,4415,3008,166,197,0.001167,2.991292,56.8075,32,1104,1,,1098
perfetto-r2-group-open,8,1,15,1,520,520,,1747,804,166,197,0.000958,1.974083,16.130875,3,263,,,262
perfetto-r2-group-open,9,0,12,0,520,520,,1310,258,50,110,0.000291,2.6925,10.702417,1,40,,,40
perfetto-r2-group-open,10,0,12,0,492,492,14,1689,690,147,172,0.002708,1.165417,17.414125,,189,,2,189
perfetto-r2-reader-back,0,0,27,0,492,492,24,395,112,31,52,0.002542,4.0625,2.299792,,16,,2,16
perfetto-r2-reader-back,1,1,32,13,499,499,17,5509,3994,203,243,0.004417,2.933833,103.89325,1,2095,7,10,2075
perfetto-r2-reader-back,2,1,14,12,499,499,,2214,1237,152,180,0.001792,2.908458,23.986167,1,401,12,,377
perfetto-r2-reader-back,3,1,14,4,499,499,,1644,744,151,179,0.001583,1.247375,11.852792,1,218,6,,208
perfetto-r2-reader-back,4,0,14,0,499,499,,1261,284,47,102,0.00075,2.652625,12.095625,1,36,,,36
perfetto-r2-reader-back,5,0,11,0,492,492,4,1113,189,42,96,0.002917,2.525083,11.655458,,,,1,
perfetto-r2-reader-open,0,0,13,0,499,499,20,31,54,14,9,0.001459,1.079708,0.519958,,,,8,
perfetto-r2-reader-open,1,0,33,0,499,499,2,3331,2799,53,69,0.005459,1.229708,68.571375,,1711,,2,1711
perfetto-r2-reader-open,2,0,93,0,563,563,139,617,655,77,74,0.00675,2.548333,8.002958,,,,68,
perfetto-r2-reader-open,3,0,29,0,509,509,38,113,115,23,20,0.0035,2.77525,3.012334,,,,2,
perfetto-r2-reader-open,4,0,38,0,509,509,26,133,167,22,21,0.002542,1.266917,3.284667,,,,11,
perfetto-r2-reader-open,5,0,31,0,512,512,7,142,140,25,24,0.003,2.743458,3.149166,,,,4,
perfetto-r2-scroll,0,1,18,13,499,499,14,1821,762,153,180,0.00325,2.599167,24.862667,1,202,7,7,182
perfetto-r2-scroll,1,1,14,12,499,499,,2214,1237,152,180,0.000542,1.459791,30.351333,1,401,12,,377
perfetto-r2-scroll,2,1,14,4,499,499,,1644,744,151,179,0.00025,1.22325,12.820375,1,218,6,,208
perfetto-r2-scroll,3,0,14,0,499,499,,1261,284,47,102,0.000417,1.325167,11.342666,1,36,,,36
perfetto-r2-scroll,4,1,25,26,513,513,27,2034,887,165,193,0.002792,2.491958,17.284667,2,236,14,13,196
perfetto-r2-scroll,5,1,18,24,513,513,,2435,1379,163,193,0.000875,2.291666,27.39675,2,452,24,,404
perfetto-r2-scroll,6,1,18,8,513,513,,1842,864,161,191,0.001042,2.716958,17.229375,2,261,12,,241
perfetto-r2-scroll,7,0,18,0,513,513,,1444,386,53,111,0.000666,3.308292,15.578833,2,72,,,72
perfetto-r2-scroll,8,1,32,39,534,534,40,2307,1035,182,212,0.003125,2.744334,25.497584,3,277,21,19,217
perfetto-r2-scroll,9,1,22,36,534,534,,2731,1562,179,212,0.000583,2.66825,32.132667,3,517,36,,445
perfetto-r2-scroll,10,1,22,12,534,534,,2093,1006,176,209,0.000542,2.627166,19.096459,3,311,18,,281
perfetto-r2-scroll,11,0,22,0,534,534,,1665,492,60,123,0.001084,1.483167,15.964416,3,108,,,108
perfetto-r2-scroll,12,1,19,13,541,541,15,2224,956,184,215,0.003625,2.417916,16.452208,1,265,7,8,245
perfetto-r2-scroll,13,1,14,12,541,541,,2664,1483,182,216,0.0005,1.212833,30.928042,1,485,12,,461
perfetto-r2-scroll,14,1,14,4,541,541,,1962,876,181,215,0.0005,2.321792,14.916084,1,260,6,,250
perfetto-r2-scroll,15,0,14,0,541,541,,1489,308,53,120,0.000417,2.403042,10.368625,1,36,,,36
perfetto-r2-scroll,16,1,33,39,562,562,42,2530,1111,203,235,0.009709,1.758666,18.121833,3,298,21,21,238
perfetto-r2-scroll,17,1,22,36,562,562,,3031,1726,199,236,0.000917,2.509708,47.033042,3,573,36,,501
perfetto-r2-scroll,18,1,22,12,562,562,,2305,1094,196,233,0.000667,3.061583,31.15275,3,339,18,,309
perfetto-r2-scroll,19,0,22,0,562,562,,1817,508,64,135,0.000833,1.604875,19.266417,3,108,,,108
perfetto-r2-scroll,20,1,19,13,569,569,16,2464,1048,204,239,0.002791,2.10875,29.580458,1,293,7,9,273
perfetto-r2-scroll,21,1,14,12,569,569,,2964,1647,202,240,0.00125,2.845166,37.21675,1,541,12,,517
perfetto-r2-scroll,22,1,14,4,569,569,,2174,964,201,239,0.00125,2.863542,28.145959,1,288,6,,278
perfetto-r2-scroll,23,0,14,0,569,569,,1641,324,57,132,0.000792,2.153,8.456583,1,36,,,36
perfetto-r2-scroll,24,1,19,13,576,576,15,2494,1035,209,245,0.003083,3.510166,24.421458,1,286,7,8,266
perfetto-r2-scroll,25,1,14,12,576,576,,3039,1688,207,246,0.004417,3.005792,43.358417,1,555,12,,531
perfetto-r2-scroll,26,1,14,4,576,576,,2227,986,206,245,0.0015,2.339875,22.460209,1,295,6,,285
perfetto-r2-scroll,27,0,14,0,576,576,,1679,328,58,135,0.004458,2.865917,10.707,1,36,,,36
perfetto-r2-scroll,28,1,47,65,611,611,67,3106,1394,242,279,0.002667,3.177041,34.898291,5,373,35,32,273
perfetto-r2-scroll,29,1,30,60,611,611,,3698,2133,236,280,0.002875,3.34925,53.928125,5,717,60,,597
perfetto-r2-scroll,30,1,30,20,611,611,,2860,1400,231,275,0.000833,2.124583,19.625167,5,446,30,,396
perfetto-r2-scroll,31,0,30,0,611,611,,2297,724,79,162,0.000792,3.035041,24.574667,5,180,,,180
perfetto-r2-scroll,32,0,10,0,611,611,1,430,66,13,58,0.002042,4.435583,2.17125,,,,1,
perfetto-r2-scroll,33,1,46,65,646,646,66,3468,1579,266,310,0.004667,1.675292,39.284875,5,436,35,31,336
perfetto-r2-scroll,34,1,30,60,646,646,,4073,2338,261,310,0.000583,1.717208,63.956167,5,787,60,,667
perfetto-r2-scroll,35,1,30,20,646,646,,3125,1510,256,305,0.00125,2.078875,34.230833,5,481,30,,431
perfetto-r2-scroll,36,0,30,0,646,646,,2487,744,84,177,0.000792,3.441667,23.566459,5,180,,,180
perfetto-r2-scroll,37,0,10,0,646,646,1,470,66,13,63,0.002,3.037875,3.795792,,,,1,
perfetto-r2-scroll,38,1,32,39,667,667,40,3492,1526,277,326,0.003958,2.577083,40.894083,3,431,21,19,371
perfetto-r2-scroll,39,1,22,36,667,667,,4156,2341,274,326,0.002792,3.83025,60.1445,3,783,36,,711
perfetto-r2-scroll,40,1,22,12,667,667,,3100,1424,271,323,0.000708,1.615958,32.53375,3,444,18,,414
perfetto-r2-scroll,41,0,22,0,667,667,,2387,568,79,180,0.001708,3.62325,13.829875,3,108,,,108
perfetto-r2-scroll,42,0,12,0,667,667,2,3226,1309,272,322,0.003666,2.700083,35.253375,,378,,2,378
perfetto-r2-scroll,43,1,40,52,669,669,64,4205,2353,279,328,0.002334,1.605584,40.596417,4,738,28,26,658
perfetto-r2-scroll,44,1,26,48,669,669,,4241,2417,275,328,0.000458,1.423958,49.346542,4,806,48,,710
perfetto-r2-scroll,45,1,26,16,669,669,,3199,1508,271,324,0.000625,2.109875,27.79875,4,473,24,,433
perfetto-r2-scroll,46,0,26,0,669,669,,2494,662,83,183,0.000709,3.676375,17.678375,4,144,,,144
perfetto-r2-scroll,47,1,19,13,676,676,15,3386,1419,279,330,0.002292,3.677833,39.599834,1,405,7,8,385
perfetto-r2-scroll,48,1,14,12,676,676,,4103,2278,277,331,0.000791,3.000459,50.681833,1,751,12,,727
perfetto-r2-scroll,49,1,14,4,676,676,,2976,1302,276,330,0.000375,1.766334,22.550292,1,393,6,,383
perfetto-r2-scroll,50,0,14,0,676,676,,2211,384,72,177,0.000875,3.573042,14.666542,1,36,,,36
perfetto-r2-scroll,51,1,27,26,669,669,39,3357,1405,276,325,0.002833,1.81175,29.484709,2,390,14,16,350
perfetto-r2-scroll,52,1,18,24,669,669,,4099,2297,273,326,0.000709,3.518125,40.593208,2,760,24,,712
perfetto-r2-scroll,53,1,18,8,669,669,,3015,1356,271,324,0.000417,2.387958,32.243458,2,415,12,,395
perfetto-r2-scroll,54,0,18,0,669,669,,2280,474,75,177,0.002,3.552166,17.7625,2,72,,,72
perfetto-r2-scroll,55,1,19,13,676,676,15,3356,1383,279,330,0.006917,3.944333,46.3395,1,391,7,8,371
perfetto-r2-scroll,56,1,14,12,676,676,,4103,2278,277,331,0.000584,3.495875,58.261125,1,751,12,,727
perfetto-r2-scroll,57,1,14,4,676,676,,2976,1302,276,330,0.000792,2.012666,31.614417,1,393,6,,383
perfetto-r2-scroll,58,0,14,0,676,676,,2211,384,72,177,0.001583,2.070584,17.390666,1,36,,,36
perfetto-r2-scroll,59,0,12,0,676,676,2,3263,1304,277,329,0.002833,1.8885,38.886333,,371,,2,371
perfetto-r2-scroll,60,1,75,117,669,669,149,4520,2568,289,333,0.004458,1.709291,51.718459,9,768,63,56,588
perfetto-r2-scroll,61,1,46,108,669,669,,4596,2717,280,333,0.001083,3.933583,62.933334,9,921,108,,705
perfetto-r2-scroll,62,1,46,36,669,669,,3659,1888,271,324,0.003916,3.592333,44.243417,9,618,54,,528
perfetto-r2-scroll,63,0,46,0,669,669,,3029,1132,103,198,0.001417,2.749042,18.336209,9,324,,,324
perfetto-r2-scroll,64,0,12,0,669,669,2,3323,1425,272,323,0.001916,1.470917,39.071875,,420,,2,420
perfetto-r2-scroll,65,1,26,26,676,676,31,4154,2308,280,332,0.002375,1.400167,35.789375,2,740,14,14,700
perfetto-r2-scroll,66,1,18,24,676,676,,4174,2338,278,332,0.000834,1.852625,34.368416,2,774,24,,726
perfetto-r2-scroll,67,1,18,8,676,676,,3068,1378,276,330,0.000708,1.528333,26.860792,2,422,12,,402
perfetto-r2-scroll,68,0,18,0,676,676,,2318,478,76,180,0.000375,1.492375,14.282708,2,72,,,72
perfetto-r2-scroll,69,1,54,78,669,669,101,3686,1665,283,330,0.001333,2.063375,25.852833,6,449,42,38,329
perfetto-r2-scroll,70,1,34,72,669,669,,4383,2537,277,330,0.000292,1.304792,34.286375,6,852,72,,708
perfetto-r2-scroll,71,1,34,24,669,669,,3383,1660,271,324,0.000583,3.071125,32.324584,6,531,36,,471
perfetto-r2-scroll,72,0,34,0,669,669,,2708,850,91,189,0.000208,2.058125,16.895959,6,216,,,216
perfetto-r2-scroll,73,1,26,26,669,669,34,3434,1493,275,326,0.0015,1.566,23.159583,2,425,14,14,385
perfetto-r2-scroll,74,1,18,24,669,669,,4099,2297,273,326,0.000334,1.437708,35.718125,2,760,24,,712
perfetto-r2-scroll,75,1,18,8,669,669,,3015,1356,271,324,0.000667,2.2545,24.098792,2,415,12,,395
perfetto-r2-scroll,76,0,18,0,669,669,,2280,474,75,177,0.00025,2.734959,10.99925,2,72,,,72
