capture,pass,blocking,dirty_nodes,host_requests,retained_nodes,snapshot_nodes,sync_children,taffy_hit,taffy_miss,miss_nodes,hit_nodes,cow_ms,snapshot_ms,taffy_root_ms,invalidate_measurement,measure_calls,measure_outstanding,style_changes,measure_cache_hit
perfetto-cache-r2-scroll,227,1,19,13,669,669,18,1246,173,72,174,0.000958,0.608209,1.650042,1,13,,8,
perfetto-cache-r2-scroll,228,1,14,12,669,669,,1270,170,71,174,8.4e-05,0.50625,1.45825,1,22,,,10
perfetto-cache-r2-scroll,229,1,14,4,669,669,,914,106,16,71,4.1e-05,0.509084,0.967875,1,19,,,15
perfetto-cache-r2-scroll,230,0,14,0,669,669,,915,105,15,71,4.2e-05,0.523541,0.968708,1,19,,,19
perfetto-cache-r2-scroll,231,1,19,13,669,669,18,1246,173,72,174,0.000625,0.59125,1.563125,1,13,,8,
perfetto-cache-r2-scroll,232,1,14,12,669,669,,1270,170,71,174,8.3e-05,0.503333,1.475542,1,22,,,10
perfetto-cache-r2-scroll,233,1,14,4,669,669,,914,106,16,71,8.3e-05,0.505625,1.019167,1,19,,,15
perfetto-cache-r2-scroll,234,0,14,0,669,669,,915,105,15,71,8.3e-05,0.630083,0.991,1,19,,,19
perfetto-cache-r2-scroll,235,1,18,13,676,676,14,1271,170,73,177,0.001166,0.579875,1.733875,1,13,,7,
perfetto-cache-r2-scroll,236,1,14,12,676,676,,1291,171,72,177,8.4e-05,0.512416,1.507584,1,22,,,10
perfetto-cache-r2-scroll,237,1,14,4,676,676,,928,106,16,72,8.3e-05,0.527,1.011042,1,19,,,15
perfetto-cache-r2-scroll,238,0,14,0,676,676,,929,105,15,72,0.00025,0.623,1.15375,1,19,,,19
perfetto-cache-r2-scroll,239,0,11,0,669,669,4,812,58,12,66,0.000583,0.5645,0.816542,,,,1,
perfetto-cache-r2-scroll,240,1,19,13,669,669,18,1246,173,72,174,0.00075,0.550417,1.565208,1,13,,8,
perfetto-cache-r2-scroll,241,1,14,12,669,669,,1270,170,71,174,4.2e-05,0.495792,1.452167,1,22,,,10
perfetto-cache-r2-scroll,242,1,14,4,669,669,,914,106,16,71,8.4e-05,0.556125,1.0125,1,19,,,15
perfetto-cache-r2-scroll,243,0,14,0,669,669,,915,105,15,71,8.3e-05,0.590625,1.127125,1,19,,,19
perfetto-cache-r2-scroll,244,1,19,13,669,669,18,1246,173,72,174,0.000542,0.5515,1.544041,1,13,,8,
perfetto-cache-r2-scroll,245,1,14,12,669,669,,1270,170,71,174,8.4e-05,0.523834,1.517916,1,22,,,10
perfetto-cache-r2-scroll,246,1,14,4,669,669,,914,106,16,71,4.1e-05,0.566542,1.005083,1,19,,,15
perfetto-cache-r2-scroll,247,0,14,0,669,669,,915,105,15,71,0.000167,0.725083,1.091083,1,19,,,19
perfetto-cache-r2-scroll,248,1,19,13,669,669,18,1246,173,72,174,0.000917,0.545625,1.620875,1,13,,8,
perfetto-cache-r2-scroll,249,1,14,12,669,669,,1270,170,71,174,8.3e-05,0.491666,1.467916,1,22,,,10
perfetto-cache-r2-scroll,250,1,14,4,669,669,,914,106,16,71,4.2e-05,0.496041,0.984875,1,19,,,15
perfetto-cache-r2-scroll,251,0,14,0,669,669,,915,105,15,71,0.000125,0.548083,1.005625,1,19,,,19
perfetto-cache-r2-scroll,252,1,19,13,669,669,18,1246,173,72,174,0.000709,0.585666,1.558375,1,13,,8,
perfetto-cache-r2-scroll,253,1,14,12,669,669,,1270,170,71,174,8.3e-05,0.495125,1.483167,1,22,,,10
perfetto-cache-r2-scroll,254,1,14,4,669,669,,914,106,16,71,8.4e-05,0.503875,0.988333,1,19,,,15
perfetto-cache-r2-scroll,255,0,14,0,669,669,,915,105,15,71,0.000167,0.860625,1.075625,1,19,,,19
perfetto-cache-r2-scroll,256,1,18,13,676,676,14,1271,170,73,177,0.001083,0.610167,1.694375,1,13,,7,
perfetto-cache-r2-scroll,257,1,14,12,676,676,,1291,171,72,177,8.3e-05,0.498333,1.631916,1,22,,,10
perfetto-cache-r2-scroll,258,1,14,4,676,676,,928,106,16,72,8.4e-05,0.512875,1.029917,1,19,,,15
perfetto-cache-r2-scroll,259,0,14,0,676,676,,929,105,15,72,8.3e-05,0.723625,1.269541,1,19,,,19
perfetto-cache-r2-scroll,260,0,11,0,669,669,4,812,58,12,66,0.001208,0.585458,0.999834,,,,1,
perfetto-cache-r2-scroll,261,1,19,13,669,669,18,1246,173,72,174,0.000708,0.803792,1.701,1,13,,8,
perfetto-cache-r2-scroll,262,1,14,12,669,669,,1270,170,71,174,8.4e-05,0.541583,1.527708,1,22,,,10
perfetto-cache-r2-scroll,263,1,14,4,669,669,,914,106,16,71,0.000167,0.725708,1.015,1,19,,,15
perfetto-cache-r2-scroll,264,0,14,0,669,669,,915,105,15,71,8.3e-05,0.569625,1.045084,1,19,,,19
perfetto-cache-r2-scroll,265,1,19,13,669,669,18,1246,173,72,174,0.00075,0.673291,1.896833,1,13,,8,
perfetto-cache-r2-scroll,266,1,14,12,669,669,,1270,170,71,174,8.3e-05,0.5505,1.57325,1,22,,,10
perfetto-cache-r2-scroll,267,1,14,4,669,669,,914,106,16,71,8.3e-05,0.530292,1.006084,1,19,,,15
perfetto-cache-r2-scroll,268,0,14,0,669,669,,915,105,15,71,0.000209,0.608875,1.112084,1,19,,,19
perfetto-cache-r2-scroll,269,1,19,13,669,669,18,1246,173,72,174,0.000708,0.561208,1.737959,1,13,,8,
perfetto-cache-r2-scroll,270,1,14,12,669,669,,1270,170,71,174,8.4e-05,0.500542,1.618666,1,22,,,10
perfetto-cache-r2-scroll,271,1,14,4,669,669,,914,106,16,71,8.4e-05,0.589833,0.982833,1,19,,,15
perfetto-cache-r2-scroll,272,0,14,0,669,669,,915,105,15,71,0.00025,0.619208,1.057542,1,19,,,19
perfetto-cache-r2-scroll,273,1,19,13,669,669,18,1246,173,72,174,0.000708,0.564584,1.718083,1,13,,8,
perfetto-cache-r2-scroll,274,1,14,12,669,669,,1270,170,71,174,8.3e-05,0.505083,1.674208,1,22,,,10
perfetto-cache-r2-scroll,275,1,14,4,669,669,,914,106,16,71,8.3e-05,0.501833,0.965834,1,19,,,15
perfetto-cache-r2-scroll,276,0,14,0,669,669,,915,105,15,71,8.3e-05,0.559625,0.982125,1,19,,,19
perfetto-cache-r2-scroll,277,1,19,13,669,669,18,1246,173,72,174,0.001041,0.588208,1.598125,1,13,,8,
perfetto-cache-r2-scroll,278,1,14,12,669,669,,1270,170,71,174,8.4e-05,0.504917,1.472,1,22,,,10
perfetto-cache-r2-scroll,279,1,14,4,669,669,,914,106,16,71,8.4e-05,0.532708,1.055709,1,19,,,15
perfetto-cache-r2-scroll,280,0,14,0,669,669,,915,105,15,71,0.000167,0.713458,1.088875,1,19,,,19
perfetto-cache-r2-scroll,281,1,18,13,676,676,14,1271,170,73,177,0.000667,0.612417,1.616333,1,13,,7,
perfetto-cache-r2-scroll,282,1,14,12,676,676,,1291,171,72,177,8.3e-05,0.551291,1.6015,1,22,,,10
perfetto-cache-r2-scroll,283,1,14,4,676,676,,928,106,16,72,8.3e-05,0.522959,0.97825,1,19,,,15
perfetto-cache-r2-scroll,284,0,14,0,676,676,,929,105,15,72,8.3e-05,0.688333,1.07975,1,19,,,19
perfetto-cache-r2-scroll,285,0,11,0,669,669,4,812,58,12,66,0.001125,0.604667,0.817792,,,,1,
perfetto-cache-r2-scroll,286,1,19,13,669,669,18,1246,173,72,174,0.000792,0.635542,1.729083,1,13,,8,
perfetto-cache-r2-scroll,287,1,14,12,669,669,,1270,170,71,174,0.000125,0.577667,1.562375,1,22,,,10
perfetto-cache-r2-scroll,288,1,14,4,669,669,,914,106,16,71,0.000125,0.547875,1.116167,1,19,,,15
perfetto-cache-r2-scroll,289,0,14,0,669,669,,915,105,15,71,0.000375,0.749458,1.575834,1,19,,,19
perfetto-cache-r2-scroll,290,1,18,13,676,676,14,1271,170,73,177,0.001084,0.625875,1.772584,1,13,,7,
perfetto-cache-r2-scroll,291,1,14,12,676,676,,1291,171,72,177,8.4e-05,0.55,1.608584,1,22,,,10
perfetto-cache-r2-scroll,292,1,14,4,676,676,,928,106,16,72,0.000209,0.569792,1.16875,1,19,,,15
perfetto-cache-r2-scroll,293,0,14,0,676,676,,929,105,15,72,8.4e-05,0.906958,1.025334,1,19,,,19
perfetto-cache-r2-scroll,294,0,11,0,669,669,4,812,58,12,66,0.001209,0.560167,0.798083,,,,1,
perfetto-height-r1-group-back,0,0,5,0,295,295,172,29,38,6,7,0.001166,0.539209,0.323417,,,,,
perfetto-height-r1-group-open,0,1,32,3,322,322,74,204,211,33,30,0.002667,1.272,2.0915,1,10,7,27,
perfetto-height-r1-group-open,1,1,12,1,322,322,,176,113,20,29,0.00025,0.728083,1.479583,1,10,2,,7
perfetto-height-r1-group-open,2,0,12,0,322,322,,169,107,20,29,0.000333,0.707958,1.392208,1,10,,,10
perfetto-height-r1-group-open,3,0,10,0,322,322,1,94,66,13,16,0.003375,0.640709,1.440333,,,,1,
perfetto-height-r1-group-open,4,1,220,167,520,520,397,4213,2611,225,225,0.001875,1.252708,31.214834,32,640,473,179,
perfetto-height-r1-group-open,5,1,131,101,520,520,,4419,3070,195,226,0.000708,1.33025,36.446333,32,1104,546,,457
perfetto-height-r1-group-open,6,1,131,6,520,520,,4419,3012,166,197,0.000208,1.358666,32.717083,32,1104,8,,1090
perfetto-height-r1-group-open,7,1,14,2,520,520,,1751,800,166,197,0.000208,1.413417,9.979958,2,259,,,257
perfetto-height-r1-group-open,8,0,14,0,520,520,,1316,278,50,110,0.000167,1.23825,4.428291,2,56,,,56
perfetto-height-r1-group-open,9,0,12,0,492,492,14,1689,690,147,172,0.002167,1.344541,10.59975,,189,,2,189
perfetto-height-r1-reader-back,0,0,27,0,492,492,24,395,112,31,52,0.002834,1.115667,1.699792,,16,,2,16
perfetto-height-r1-reader-back,1,1,32,5,499,499,17,5509,3994,203,243,0.003792,1.441334,53.095333,1,2095,15,10,2075
perfetto-height-r1-reader-back,2,1,14,3,499,499,,2213,1236,152,180,0.001125,1.217125,16.22475,1,400,18,,379
perfetto-height-r1-reader-back,3,0,14,0,499,499,,1644,744,151,179,0.000416,1.26325,9.106833,1,218,,,218
perfetto-height-r1-reader-back,4,0,11,0,492,492,4,1113,189,42,96,0.005667,1.548333,7.600167,,,,1,
perfetto-height-r1-reader-open,0,0,13,0,499,499,20,31,54,14,9,0.002667,1.058958,0.451875,,,,8,
perfetto-height-r1-reader-open,1,0,33,0,499,499,2,3336,2794,53,69,0.002584,1.379459,34.831416,,1706,,2,1706
perfetto-height-r1-reader-open,2,0,93,0,563,563,139,617,655,77,74,0.001459,1.573875,4.688959,,,,68,
perfetto-height-r1-reader-open,3,0,29,0,509,509,38,113,115,23,20,0.002416,2.097541,1.226041,,,,2,
perfetto-height-r1-reader-open,4,0,38,0,509,509,26,133,167,22,21,0.002792,2.625875,3.900958,,,,11,
perfetto-height-r1-reader-open,5,0,31,0,512,512,7,142,140,25,24,0.002291,1.383458,1.229292,,,,4,
perfetto-height-r1-scroll,0,1,18,5,499,499,14,1821,762,153,180,0.006459,2.676,17.825458,1,202,15,7,182
perfetto-height-r1-scroll,1,1,14,3,499,499,,2213,1236,152,180,0.000666,2.803416,24.128041,1,400,18,,379
perfetto-height-r1-scroll,2,0,14,0,499,499,,1644,744,151,179,0.000792,1.977542,18.394125,1,218,,,218
perfetto-height-r1-scroll,3,1,18,5,506,506,14,1896,803,158,186,0.0045,1.271958,15.797584,1,216,15,7,196
perfetto-height-r1-scroll,4,1,14,3,506,506,,2288,1277,157,186,0.000167,2.683542,29.5405,1,414,18,,393
perfetto-height-r1-scroll,5,0,14,0,506,506,,1697,766,156,185,0.000917,2.325167,18.820083,1,225,,,225
perfetto-height-r1-scroll,6,1,25,10,520,520,27,2094,910,170,199,0.002584,3.403542,25.280375,2,243,30,13,203
perfetto-height-r1-scroll,7,1,18,6,520,520,,2508,1418,168,199,0.000542,1.135542,36.831667,2,464,36,,422
perfetto-height-r1-scroll,8,0,18,0,520,520,,1895,886,166,197,0.00075,2.445083,18.343083,2,268,,,268
perfetto-height-r1-scroll,9,1,18,5,527,527,14,2091,890,173,204,0.004542,1.423,15.276041,1,244,15,7,224
perfetto-height-r1-scroll,10,1,14,3,527,527,,2513,1400,172,204,0.0005,2.634959,39.171292,1,456,18,,435
perfetto-height-r1-scroll,11,0,14,0,527,527,,1856,832,171,203,0.000125,2.836084,15.16125,1,246,,,246
perfetto-height-r1-scroll,12,1,33,15,548,548,41,2410,1065,193,223,0.003042,2.805041,32.26925,3,284,45,20,224
perfetto-height-r1-scroll,13,1,22,9,548,548,,2878,1641,189,224,0.000334,2.648375,33.78,3,542,54,,479
perfetto-height-r1-scroll,14,0,22,0,548,548,,2199,1050,186,221,0.000583,2.033167,25.043875,3,325,,,325
perfetto-height-r1-scroll,15,0,10,0,548,548,1,358,66,13,49,0.005792,2.46075,3.13275,,,,1,
perfetto-height-r1-scroll,16,1,32,15,569,569,40,2622,1168,207,242,0.003709,3.467625,29.527,3,319,45,19,259
perfetto-height-r1-scroll,17,1,22,9,569,569,,3103,1764,204,242,0.000458,1.802625,42.552042,3,584,54,,521
perfetto-height-r1-scroll,18,0,22,0,569,569,,2358,1116,201,239,0.000625,1.426917,29.711667,3,346,,,346
perfetto-height-r1-scroll,19,0,12,0,569,569,2,2386,987,202,238,0.00325,2.440875,31.860833,,280,,2,280
perfetto-height-r1-scroll,20,1,25,10,583,583,27,3167,1757,215,253,0.001875,1.842083,35.283458,2,558,30,13,518
perfetto-height-r1-scroll,21,1,18,6,583,583,,3183,1787,213,253,0.000541,2.749583,46.613167,2,590,36,,548
perfetto-height-r1-scroll,22,0,18,0,583,583,,2372,1084,211,251,0.0005,1.242042,20.064375,2,331,,,331
perfetto-height-r1-scroll,23,1,33,15,604,604,41,2905,1267,233,271,0.002667,3.355792,26.695584,3,347,45,20,287
perfetto-height-r1-scroll,24,1,22,9,604,604,,3478,1969,229,272,0.000333,3.617,38.271208,3,654,54,,591
perfetto-height-r1-scroll,25,0,22,0,604,604,,2623,1226,226,269,0.000458,3.458791,21.791417,3,381,,,381
perfetto-height-r1-scroll,26,1,26,10,618,618,28,2962,1270,241,282,0.00325,3.653208,41.8255,2,355,30,14,315
perfetto-height-r1-scroll,27,1,18,6,618,618,,3558,1992,238,283,0.000791,2.076833,39.021416,2,660,36,,618
perfetto-height-r1-scroll,28,0,18,0,618,618,,2637,1194,236,281,0.000292,2.882125,27.032709,2,366,,,366
perfetto-height-r1-scroll,29,0,12,0,618,618,2,1825,299,69,155,0.00225,2.425209,9.18275,,14,,2,14
perfetto-height-r1-scroll,30,1,32,15,639,639,40,3177,1344,257,302,0.003541,3.812917,37.957667,3,368,45,19,308
perfetto-height-r1-scroll,31,1,22,9,639,639,,3853,2174,254,302,0.000542,3.761542,46.241917,3,724,54,,661
perfetto-height-r1-scroll,32,0,22,0,639,639,,2888,1336,251,299,0.000166,3.512292,31.77375,3,416,,,416
perfetto-height-r1-scroll,33,0,10,0,639,639,1,462,66,13,62,0.004291,1.888875,10.775583,,,,1,
perfetto-height-r1-scroll,34,1,32,15,660,660,40,3402,1467,272,320,0.003917,1.85825,36.1935,3,410,45,19,350
perfetto-height-r1-scroll,35,1,22,9,660,660,,4078,2297,269,320,0.001083,2.006542,38.703333,3,766,54,,703
perfetto-height-r1-scroll,36,0,22,0,660,660,,3047,1402,266,317,0.000416,1.47025,18.112625,3,437,,,437
perfetto-height-r1-scroll,37,1,41,20,669,669,62,3543,1563,280,327,0.001875,2.835667,20.157042,4,430,60,27,350
perfetto-height-r1-scroll,38,1,26,12,669,669,,4237,2413,275,328,0.000208,1.881625,31.526333,4,802,72,,718
perfetto-height-r1-scroll,39,0,26,0,669,669,,3199,1508,271,324,0.00025,1.851416,28.743042,4,473,,,473
perfetto-height-r1-scroll,40,0,12,0,669,669,2,3248,1335,272,323,0.002,3.408875,38.193959,,385,,2,385
perfetto-height-r1-scroll,41,1,47,25,676,676,79,4343,2437,286,335,0.005,3.818875,63.248792,5,758,75,32,658
perfetto-height-r1-scroll,42,1,30,15,676,676,,4382,2513,281,335,0.000458,2.437666,67.012416,5,838,90,,733
perfetto-height-r1-scroll,43,0,30,0,676,676,,3344,1606,276,330,0.00175,2.366875,24.975208,5,509,,,509
perfetto-height-r1-scroll,44,0,12,0,669,669,5,2136,381,88,185,0.003709,2.415667,19.48025,,35,,2,35
perfetto-height-r1-scroll,45,1,26,10,669,669,34,3344,1385,275,326,0.002291,2.909708,42.961,2,383,30,14,343
perfetto-height-r1-scroll,46,1,18,6,669,669,,4097,2295,273,326,0.000709,3.005542,56.140541,2,758,36,,716
perfetto-height-r1-scroll,47,0,18,0,669,669,,3015,1356,271,324,0.000334,4.106916,29.044833,2,415,,,415
perfetto-height-r1-scroll,48,0,12,0,669,669,2,3218,1299,272,323,0.003084,1.700042,23.671542,,371,,2,371
perfetto-height-r1-scroll,49,1,40,20,669,669,66,4205,2353,279,328,0.001791,2.494834,47.948,4,738,60,26,658
perfetto-height-r1-scroll,50,1,26,12,669,669,,4237,2413,275,328,0.0005,1.925541,35.5785,4,802,72,,718
perfetto-height-r1-scroll,51,0,26,0,669,669,,3199,1508,271,324,0.000292,1.597792,62.182625,4,473,,,473
perfetto-height-r1-scroll,52,0,10,0,669,669,1,494,66,13,66,0.002542,1.400208,3.2085,,,,1,
perfetto-height-r1-scroll,53,1,26,10,669,669,34,3404,1457,275,326,0.001708,1.701416,24.673667,2,411,30,14,371
perfetto-height-r1-scroll,54,1,18,6,669,669,,4097,2295,273,326,0.000375,1.63675,39.938,2,758,36,,716
perfetto-height-r1-scroll,55,0,18,0,669,669,,3015,1356,271,324,0.000583,1.585791,21.896667,2,415,,,415
perfetto-height-r1-scroll,56,1,48,25,676,676,80,3666,1629,287,334,0.00125,1.543083,30.625333,5,443,75,33,343
perfetto-height-r1-scroll,57,1,30,15,676,676,,4382,2513,281,335,0.00025,1.510459,38.029875,5,838,90,,733
perfetto-height-r1-scroll,58,0,30,0,676,676,,3344,1606,276,330,0.000583,1.505833,19.713375,5,509,,,509
perfetto-height-r1-scroll,59,0,12,0,676,676,2,3323,1376,277,329,0.001958,1.660167,23.988542,,399,,2,399
perfetto-height-r1-scroll,60,1,33,15,669,669,53,4142,2310,277,327,0.001542,2.645666,48.501459,3,732,45,20,672
perfetto-height-r1-scroll,61,1,22,9,669,669,,4167,2354,274,327,0.001625,2.290917,45.193292,3,780,54,,717
perfetto-height-r1-scroll,62,0,22,0,669,669,,3107,1432,271,324,0.000542,3.085416,36.98975,3,444,,,444
perfetto-height-r1-scroll,63,1,26,10,669,669,34,3389,1439,275,326,0.002125,1.414625,41.095042,2,404,30,14,364
perfetto-height-r1-scroll,64,1,18,6,669,669,,4097,2295,273,326,0.0005,2.396959,31.764959,2,758,36,,716
perfetto-height-r1-scroll,65,0,18,0,669,669,,3015,1356,271,324,0.000291,3.273042,32.726458,2,415,,,415
perfetto-height-r1-scroll,66,1,40,20,676,676,63,3590,1566,284,334,0.002667,3.291708,43.370542,4,430,60,26,350
perfetto-height-r1-scroll,67,1,26,12,676,676,,4312,2454,280,334,0.000375,3.755042,61.850208,4,816,72,,732
perfetto-height-r1-scroll,68,0,26,0,676,676,,3252,1530,276,330,0.000625,2.074917,40.170875,4,480,,,480
perfetto-height-r2-group-back,0,0,5,0,295,295,169,29,38,6,7,0.00175,1.290708,0.72325,,,,,
perfetto-height-r2-group-open,0,1,32,3,322,322,74,204,211,33,30,0.001625,0.744458,2.543709,1,10,7,27,
perfetto-height-r2-group-open,1,1,12,1,322,322,,176,113,20,29,0.000291,0.710041,1.825416,1,10,2,,7
perfetto-height-r2-group-open,2,0,12,0,322,322,,169,107,20,29,0.000459,0.537209,2.641583,1,10,,,10
perfetto-height-r2-group-open,3,0,10,0,322,322,1,94,66,13,16,0.002167,0.6735,0.797125,,,,1,
perfetto-height-r2-group-open,4,1,220,167,520,520,397,4213,2611,225,225,0.00225,2.731792,52.151875,32,640,473,179,
perfetto-height-r2-group-open,5,1,131,101,520,520,,4419,3070,195,226,0.000833,2.2025,67.769917,32,1104,546,,457
perfetto-height-r2-group-open,6,1,131,6,520,520,,4419,3012,166,197,0.000833,2.76275,68.922791,32,1104,8,,1090
perfetto-height-r2-group-open,7,1,14,2,520,520,,1751,800,166,197,0.000375,3.147083,18.834708,2,259,,,257
perfetto-height-r2-group-open,8,0,14,0,520,520,,1316,278,50,110,0.000375,3.061292,9.142209,2,56,,,56
perfetto-height-r2-group-open,9,0,12,0,492,492,14,1689,690,147,172,0.004625,2.729083,14.066583,,189,,2,189
perfetto-height-r2-reader-back,0,0,27,0,492,492,24,395,112,31,52,0.001709,1.301583,1.569334,,16,,2,16
perfetto-height-r2-reader-back,1,1,32,5,499,499,17,5509,3994,203,243,0.002792,2.034208,101.556083,1,2095,15,10,2075
perfetto-height-r2-reader-back,2,1,14,3,499,499,,2213,1236,152,180,0.001166,1.297333,37.988625,1,400,18,,379
perfetto-height-r2-reader-back,3,0,14,0,499,499,,1644,744,151,179,0.001083,2.698292,24.551583,1,218,,,218
perfetto-height-r2-reader-back,4,0,11,0,492,492,4,1113,189,42,96,0.004042,1.482958,6.896292,,,,1,
perfetto-height-r2-reader-open,0,0,13,0,499,499,20,31,54,14,9,0.002833,2.589375,1.602125,,,,8,
perfetto-height-r2-reader-open,1,0,33,0,499,499,2,3331,2799,53,69,0.002917,4.073875,79.915542,,1711,,2,1711
perfetto-height-r2-reader-open,2,0,93,0,563,563,139,617,655,77,74,0.003959,2.800708,11.309583,,,,68,
perfetto-height-r2-reader-open,3,0,29,0,509,509,38,113,115,23,20,0.002625,1.344,1.008375,,,,2,
perfetto-height-r2-reader-open,4,0,38,0,509,509,26,133,167,22,21,0.002958,2.846416,2.993,,,,11,
perfetto-height-r2-reader-open,5,0,31,0,512,512,7,142,140,25,24,0.003708,1.613958,2.704625,,,,4,
perfetto-height-r2-scroll,0,1,18,5,499,499,14,1821,762,153,180,0.003917,2.650875,18.501583,1,202,15,7,182
perfetto-height-r2-scroll,1,1,14,3,499,499,,2213,1236,152,180,0.00125,2.010041,35.505625,1,400,18,,379
perfetto-height-r2-scroll,2,0,14,0,499,499,,1644,744,151,179,0.0005,3.488791,21.272875,1,218,,,218
perfetto-height-r2-scroll,3,1,18,5,506,506,14,1896,803,158,186,0.003791,1.962,14.557708,1,216,15,7,196
perfetto-height-r2-scroll,4,1,14,3,506,506,,2288,1277,157,186,0.000375,2.801042,28.114208,1,414,18,,393
perfetto-height-r2-scroll,5,0,14,0,506,506,,1697,766,156,185,0.0005,2.997292,22.110667,1,225,,,225
perfetto-height-r2-scroll,6,1,39,20,534,534,53,2370,1078,184,213,0.003916,1.65225,15.41175,4,283,60,25,203
perfetto-height-r2-scroll,7,1,26,12,534,534,,2798,1618,180,213,0.000583,2.145042,38.7225,4,536,72,,452
perfetto-height-r2-scroll,8,0,26,0,534,534,,2185,1082,176,209,0.000166,2.485708,19.062625,4,340,,,340
perfetto-height-r2-scroll,9,0,10,0,534,534,1,342,66,13,47,0.002625,3.242125,3.527542,,,,1,
perfetto-height-r2-scroll,10,1,39,20,562,562,53,2655,1224,204,237,0.001916,1.476334,30.04475,4,332,60,25,252
perfetto-height-r2-scroll,11,1,26,12,562,562,,3098,1782,200,237,0.000625,2.455583,40.936333,4,592,72,,508
perfetto-height-r2-scroll,12,0,26,0,562,562,,2397,1170,196,233,0.000667,1.737959,35.70875,4,368,,,368
perfetto-height-r2-scroll,13,0,12,0,562,562,2,2341,982,197,232,0.003666,2.41925,29.050792,,280,,2,280
perfetto-height-r2-scroll,14,1,39,20,590,590,53,3368,1884,224,261,0.002333,3.524292,45.725042,4,584,60,25,504
perfetto-height-r2-scroll,15,1,26,12,590,590,,3398,1946,220,261,0.000416,3.405541,38.251584,4,648,72,,564
perfetto-height-r2-scroll,16,0,26,0,590,590,,2609,1258,216,257,0.000417,4.111042,33.755667,4,396,,,396
perfetto-height-r2-scroll,17,1,19,5,597,597,16,2719,1158,224,263,0.00325,3.414625,28.03175,1,328,15,9,308
perfetto-height-r2-scroll,18,1,14,3,597,597,,3263,1810,222,264,0.000209,1.567917,35.3465,1,596,18,,575
perfetto-height-r2-scroll,19,0,14,0,597,597,,2386,1052,221,263,0.0005,1.554958,27.274,1,316,,,316
perfetto-height-r2-scroll,20,1,19,5,604,604,15,2734,1127,229,269,0.001667,4.164542,22.728167,1,314,15,8,294
perfetto-height-r2-scroll,21,1,14,3,604,604,,3338,1851,227,270,0.000666,2.156292,29.510375,1,610,18,,589
perfetto-height-r2-scroll,22,0,14,0,604,604,,2439,1074,226,269,0.000667,2.896042,27.300875,1,323,,,323
perfetto-height-r2-scroll,23,0,10,0,604,604,1,422,66,13,57,0.001375,1.065625,1.251584,,,,1,
perfetto-height-r2-scroll,24,1,25,10,618,618,27,2934,1232,240,283,0.003875,1.498333,23.758167,2,341,30,13,301
perfetto-height-r2-scroll,25,1,18,6,618,618,,3558,1992,238,283,0.00075,1.529875,39.763709,2,660,36,,618
perfetto-height-r2-scroll,26,0,18,0,618,618,,2637,1194,236,281,0.000916,1.681292,26.483584,2,366,,,366
perfetto-height-r2-scroll,27,0,12,0,618,618,2,1825,299,69,155,0.002792,2.92975,6.961625,,14,,2,14
perfetto-height-r2-scroll,28,1,25,10,632,632,27,3039,1260,250,295,0.001916,4.012708,37.026375,2,348,30,13,308
perfetto-height-r2-scroll,29,1,18,6,632,632,,3708,2074,248,295,0.001458,2.02825,44.256917,2,688,36,,646
perfetto-height-r2-scroll,30,0,18,0,632,632,,2743,1238,246,293,0.000541,3.592,34.946541,2,380,,,380
perfetto-height-r2-scroll,31,1,33,15,653,653,41,3325,1428,268,313,0.002042,4.143167,41.343584,3,396,45,20,336
perfetto-height-r2-scroll,32,1,22,9,653,653,,4003,2256,264,314,0.000792,3.609291,49.793084,3,752,54,,689
perfetto-height-r2-scroll,33,0,22,0,653,653,,2994,1380,261,311,0.000459,2.518125,36.166875,3,430,,,430
perfetto-height-r2-scroll,34,1,19,5,660,660,15,3244,1347,269,317,0.002333,2.752042,26.991875,1,384,15,8,364
perfetto-height-r2-scroll,35,1,14,3,660,660,,3938,2179,267,318,0.000708,2.371584,41.298,1,722,18,,701
perfetto-height-r2-scroll,36,0,14,0,660,660,,2863,1250,266,317,0.000208,2.99825,33.053458,1,379,,,379
perfetto-height-r2-scroll,37,0,10,0,660,660,1,486,66,13,65,0.003209,1.463208,1.548458,,,,1,
perfetto-height-r2-scroll,38,1,33,15,669,669,45,3437,1464,277,327,0.001416,2.092125,27.475959,3,403,45,20,343
perfetto-height-r2-scroll,39,1,22,9,669,669,,4167,2354,274,327,0.002333,3.918542,46.2085,3,780,54,,717
perfetto-height-r2-scroll,40,0,22,0,669,669,,3107,1432,271,324,0.000209,3.667417,28.108791,3,444,,,444
perfetto-height-r2-scroll,41,0,10,0,669,669,1,494,66,13,66,0.003208,2.746084,1.51,,,,1,
perfetto-height-r2-scroll,42,1,26,10,669,669,34,3389,1439,275,326,0.003959,4.16725,46.684292,2,404,30,14,364
perfetto-height-r2-scroll,43,1,18,6,669,669,,4097,2295,273,326,0.000375,4.538875,42.994125,2,758,36,,716
perfetto-height-r2-scroll,44,0,18,0,669,669,,3015,1356,271,324,0.000291,4.143209,23.920042,2,415,,,415
perfetto-height-r2-scroll,45,1,34,15,669,669,51,3450,1484,278,326,0.00475,1.903334,42.039084,3,410,45,21,350
perfetto-height-r2-scroll,46,1,22,9,669,669,,4167,2354,274,327,0.000625,3.301333,44.643833,3,780,54,,717
perfetto-height-r2-scroll,47,0,22,0,669,669,,3107,1432,271,324,0.000625,4.197584,24.375708,3,444,,,444
